Время;ISIN;Эмитент;Тип ценной бумаги;Рынок;Площадка;Торговая цена;Кол-во ЦБ;сумма
16/01/24 16:13;UZ7016460006 UIRM;XII<O'zikkilamchiranglimetall>AJ;Простыеакции;STK;G1;5050;380; 1 919 000,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6000;6; 36 000,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6000;94; 564 000,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2630;4000; 10 520 000,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2636;1; 2 636,00 
16/01/24 16:13;UZ7014560005 YGYM;<Yangiyo'lyog'-moy>AJ;Простыеакции;STK;G1;1806,01;21; 37 926,21 
16/01/24 16:13;UZ700110K018 KFLTP;<KAFOLATsug'urtakompaniyasi>AJ;Прив.акции;STK;G1;517;2; 1 034,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2640;2; 5 280,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650;1; 2 650,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650;46; 121 900,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650;20; 53 000,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650;50; 132 500,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2700;13; 35 100,00 
16/01/24 16:13;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;1; 10,00 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;591,01;1; 591,01 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;591;1; 591,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6051;12; 72 612,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6050;10; 60 500,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6040;4; 24 160,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6035;84; 506 940,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6030,02;2; 12 060,04 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6030,01;1; 6 030,01 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6030;34; 205 020,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6030;1; 6 030,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6030;10; 60 300,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6030;15; 90 450,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6010;2; 12 020,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6001;10; 60 010,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6001;6; 36 006,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6000;3; 18 000,00 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6000;1406; 8 436 000,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;10000; 200,00 
16/01/24 16:13;UZ704476K019 ALKBP;AT<Aloqabank>;Прив.акции;STK;G1;822;1; 822,00 
16/01/24 16:13;UZ704476K019 ALKBP;AT<Aloqabank>;Прив.акции;STK;G1;820;3; 2 460,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650;3; 7 950,00 
16/01/24 16:13;UZ7035530003 TNBN;<Turonbank>ATB;Простыеакции;STK;G1;999;2; 1 998,00 
16/01/24 16:13;UZ7014560005 YGYM;<Yangiyo'lyog'-moy>AJ;Простыеакции;STK;G1;1806,01;108; 195 049,08 
16/01/24 16:13;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;114,21;47; 5 367,87 
16/01/24 16:13;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;114,21;29; 3 312,09 
16/01/24 16:13;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;114,99;24; 2 759,76 
16/01/24 16:13;UZ7052260005 UZIR;<O'zbekko'mir>AJ;Простыеакции;STK;G1;20793;1; 20 793,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,49;70; 4 234,30 
16/01/24 16:13;UZ700156K011 AGBAP;<Agrobank>ATB;Прив.акции;STK;G1;23000;10; 230 000,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,49;270; 16 332,30 
16/01/24 16:13;UZ7014560005 YGYM;<Yangiyo'lyog'-moy>AJ;Простыеакции;STK;G1;1806;3; 5 418,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;15000; 300,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,49;1000; 60 490,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,49;3800; 229 862,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5493;1; 5 493,00 
16/01/24 16:13;UZ700156K011 AGBAP;<Agrobank>ATB;Прив.акции;STK;G1;23000;1; 23 000,00 
16/01/24 16:13;UZ700110K018 KFLTP;<KAFOLATsug'urtakompaniyasi>AJ;Прив.акции;STK;G1;411;8; 3 288,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,49;248; 15 001,52 
16/01/24 16:13;UZ7034730000 QATT;<Qashqadaryotexnologiktransport>AJ;Простыеакции;STK;G1;1300;1; 1 300,00 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,21;5000; 6 050,00 
16/01/24 16:13;UZ7018790004 BRBN;<Biznesnirivojlantirishbanki>ATB;Простыеакции;STK;G1;114,02;18; 2 052,36 
16/01/24 16:13;UZ7018790004 BRBN;<Biznesnirivojlantirishbanki>ATB;Простыеакции;STK;G1;114,01;188; 21 433,88 
16/01/24 16:13;UZ7018790004 BRBN;<Biznesnirivojlantirishbanki>ATB;Простыеакции;STK;G1;114;794; 90 516,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;25000; 500,00 
16/01/24 16:13;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6789;5; 33 945,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;99000; 1 980,00 
16/01/24 16:13;UZ7001990009 QAPI;<QashPi>AJ;Простыеакции;STK;G1;800;1; 800,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,5;1000; 60 500,00 
16/01/24 16:13;UZ7045280003 JIPL;<Jizzaxplastmassa>AJ;Простыеакции;STK;G1;3398,99;1; 3 398,99 
16/01/24 16:13;UZ7046910004 UNVB;ATB<Universalbank>;Простыеакции;STK;G1;11011;5; 55 055,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;200000; 4 000,00 
16/01/24 16:13;UZ7038380000 CBSK;<Chilonzorbuyumsavdokompleksi>AJ;Простыеакции;STK;G1;2,6;738; 1 918,80 
16/01/24 16:13;UZ7038380000 CBSK;<Chilonzorbuyumsavdokompleksi>AJ;Простыеакции;STK;G1;2,6;232; 603,20 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;3; 10,32 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;10; 34,40 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650;10; 26 500,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2640;18; 47 520,00 
16/01/24 16:13;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;76,25;57; 4 346,25 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;30; 103,20 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;100; 344,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2680;1; 2 680,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2640;999; 2 637 360,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;36,5;14; 511,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37;1; 37,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2675;1; 2 675,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2675;4; 10 700,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2655,01;9; 23 895,09 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2650,01;3; 7 950,03 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2640;2983; 7 875 120,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;100000; 2 000,00 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;250; 860,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5302;130; 689 260,00 
16/01/24 16:13;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;76,26;4; 305,04 
16/01/24 16:13;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;76,25;46; 3 507,50 
16/01/24 16:13;UZ7011500004 UZAL;<O'zagrolizing>AJ;Простыеакции;STK;G1;2065,02;2; 4 130,04 
16/01/24 16:13;UZ7054590003 DORI;<DORI-DARMON>AK;Простыеакции;STK;G1;9000;10; 90 000,00 
16/01/24 16:13;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;106;20; 2 120,00 
16/01/24 16:13;UZ7016550004 KYEZ;XII<Kogonyog'-ekstraksiyazavodi>AJ;Простыеакции;STK;G1;411;1; 411,00 
16/01/24 16:13;UZ704476K019 ALKBP;AT<Aloqabank>;Прив.акции;STK;G1;890;10; 8 900,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5493;8; 43 944,00 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;1000; 3 440,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5306;10; 53 060,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5305;20; 106 100,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;297; 1 574 991,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;47; 249 241,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;18; 95 454,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;3; 15 909,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5302;59; 312 818,00 
16/01/24 16:13;UZ7016460006 UIRM;XII<O'zikkilamchiranglimetall>AJ;Простыеакции;STK;G1;4801;50; 240 050,00 
16/01/24 16:13;UZ7016460006 UIRM;XII<O'zikkilamchiranglimetall>AJ;Простыеакции;STK;G1;4800;17; 81 600,00 
16/01/24 16:13;UZ7016460006 UIRM;XII<O'zikkilamchiranglimetall>AJ;Простыеакции;STK;G1;4800;2; 9 600,00 
16/01/24 16:13;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6790;10; 67 900,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,5;100; 6 050,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;999; 19,98 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;36,5;10; 365,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;1; 0,02 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,25;1; 1,25 
16/01/24 16:13;UZ7038380000 CBSK;<Chilonzorbuyumsavdokompleksi>AJ;Простыеакции;STK;G1;2,61;1; 2,61 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,01;80000; 800,00 
16/01/24 16:13;UZ7025770007 KVTS;<Kvarts>AJ;Простыеакции;STK;G1;1899;1; 1 899,00 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,25;6; 7,50 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;10000; 200,00 
16/01/24 16:13;UZ7054590003 DORI;<DORI-DARMON>AK;Простыеакции;STK;G1;9000;1; 9 000,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60;2000; 120 000,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,22;300; 17 766,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,21;1700; 100 657,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,2;3; 177,60 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,2;200000; 11 840 000,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,12;15000; 886 800,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,11;294857; 17 428 997,27 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,11;150000; 8 866 500,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,11;25000; 1 477 750,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,11;80000; 4 728 800,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,02;200; 11 604,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,02;271; 15 723,42 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,01;6787; 393 713,87 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,01;3; 174,03 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,01;200; 11 602,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,01;68; 3 944,68 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,01;15000; 870 150,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58;100; 5 800,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58;96511; 5 597 638,00 
16/01/24 16:13;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;9,99;100; 999,00 
16/01/24 16:13;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1941,99;1; 1 941,99 
16/01/24 16:13;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1942;2; 3 884,00 
16/01/24 16:13;UZ7045570007 UZAS;<O'zagrosug'urta>AJ;Простыеакции;STK;G1;3900;3; 11 700,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;36,66;1277; 46 814,82 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37;1117; 41 329,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37;300; 11 100,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,4;200; 7 480,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,47;22; 824,34 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,47;370; 13 863,90 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,47;100; 3 747,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,5;865; 32 437,50 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,5;130; 4 875,00 
16/01/24 16:13;UZ703756K015 SQBNP;<O'zsanoatqurilishbank>ATB;Прив.акции;STK;G1;37,94;119; 4 514,86 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2680;2; 5 360,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2700;19; 51 300,00 
16/01/24 16:13;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;76,3;500; 38 150,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;40000; 800,00 
16/01/24 16:13;UZ7016550004 KYEZ;XII<Kogonyog'-ekstraksiyazavodi>AJ;Простыеакции;STK;G1;412;5; 2 060,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59,22;200; 11 844,00 
16/01/24 16:13;UZ7023190000 OHDN;<Ohangarondon>AJ;Простыеакции;STK;G1;7300;14; 102 200,00 
16/01/24 16:13;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;114,21;13; 1 484,73 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;10000; 200,00 
16/01/24 16:13;UZ7023190000 OHDN;<Ohangarondon>AJ;Простыеакции;STK;G1;7300;10; 73 000,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303,01;6; 31 818,06 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;108; 572 724,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2680;37; 99 160,00 
16/01/24 16:13;UZ7023190000 OHDN;<Ohangarondon>AJ;Простыеакции;STK;G1;7300;52; 379 600,00 
16/01/24 16:13;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;100000; 2 000,00 
16/01/24 16:13;UZ7037610001 GRBK;<GARANTBANK>AJ;Простыеакции;STK;G1;241,99;6; 1 451,94 
16/01/24 16:13;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;6051;1; 6 051,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2700,01;9; 24 300,09 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2700;27; 72 900,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2700;700; 1 890 000,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2685;1; 2 685,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2680;5963; 15 980 840,00 
16/01/24 16:13;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;2; 20,00 
16/01/24 16:13;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;114,21;1; 114,21 
16/01/24 16:13;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;6; 60,00 
16/01/24 16:13;UZ7023190000 OHDN;<Ohangarondon>AJ;Простыеакции;STK;G1;7300;6; 43 800,00 
16/01/24 16:13;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;24; 240,00 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,26;12; 15,12 
16/01/24 16:13;UZ7023190000 OHDN;<Ohangarondon>AJ;Простыеакции;STK;G1;7300;18; 131 400,00 
16/01/24 16:13;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1372,01;1; 1 372,01 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;2000; 6 880,00 
16/01/24 16:13;UZ700110K018 KFLTP;<KAFOLATsug'urtakompaniyasi>AJ;Прив.акции;STK;G1;400,1;1; 400,10 
16/01/24 16:13;UZ704476K019 ALKBP;AT<Aloqabank>;Прив.акции;STK;G1;890;3; 2 670,00 
16/01/24 16:13;UZ701655K011 KYEZP;XII<Kogonyog'-ekstraksiyazavodi>AJ;Прив.акции;STK;G1;1651;1; 1 651,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;166; 880 298,00 
16/01/24 16:13;UZ7033480003 TRSB;<Trastbank>XAB;Простыеакции;STK;G1;11849,99;1; 11 849,99 
16/01/24 16:13;UZ7033480003 TRSB;<Trastbank>XAB;Простыеакции;STK;G1;11850;2; 23 700,00 
16/01/24 16:13;UZ7038380000 CBSK;<Chilonzorbuyumsavdokompleksi>AJ;Простыеакции;STK;G1;2,6;1; 2,60 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;1497; 1 841,31 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,24;637; 789,88 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,25;2; 2,50 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,26;527; 664,02 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;8403; 10 335,69 
16/01/24 16:13;UZ7001990009 QAPI;<QashPi>AJ;Простыеакции;STK;G1;800;42; 33 600,00 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;615;1; 615,00 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;10700; 13 161,00 
16/01/24 16:13;UZ7038380000 CBSK;<Chilonzorbuyumsavdokompleksi>AJ;Простыеакции;STK;G1;2,6;15; 39,00 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;615;2; 1 230,00 
16/01/24 16:13;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,44;3885; 13 364,40 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303,01;5; 26 515,05 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;95; 503 785,00 
16/01/24 16:13;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;9,99;50; 499,50 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2800;10; 28 000,00 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;615;7; 4 305,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2760;100; 276 000,00 
16/01/24 16:13;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;60,5;15; 907,50 
16/01/24 16:13;UZ7014560005 YGYM;<Yangiyo'lyog'-moy>AJ;Простыеакции;STK;G1;1806;2; 3 612,00 
16/01/24 16:13;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2800;1; 2 800,00 
16/01/24 16:13;UZ700110K018 KFLTP;<KAFOLATsug'urtakompaniyasi>AJ;Прив.акции;STK;G1;517,5;25; 12 937,50 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;615;5; 3 075,00 
16/01/24 16:13;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;615;23; 14 145,00 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5303;100; 530 300,00 
16/01/24 16:13;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;1; 1,23 
16/01/24 16:13;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5304;30; 159 120,00 
